"Symbol","Synonym Symbol","Scientific Name with Author","State Common Name","Family"
"CHCEA","CHCEI","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. ingrata (O. Deg. & Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHCEA","CHCEK2","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. kohalana (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHCEA","CHCES2","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. saxicola (O. Deg. & Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHCEA","CHCEW","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. waikoluensis (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHCEA","CHMUM3","Chamaesyce multiformis (Gaudich. ex Hook. & Arn.) Croizat & O. Deg. var. manoana (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHCEA","EUCEA","Euphorbia celastroides Boiss. var. amplectens Sherff","","Euphorbiaceae"
"CHCEA","EUCEH","Euphorbia celastroides Boiss. var. halawana Sherff","","Euphorbiaceae"
"CHCEA","EUCEI","Euphorbia celastroides Boiss. var. ingrata O. Deg. & Sherff","","Euphorbiaceae"
"CHCEA","EUCEK3","Euphorbia celastroides Boiss. var. kohalana Sherff","","Euphorbiaceae"
"CHCEA","EUCES","Euphorbia celastroides Boiss. var. saxicola O. Deg. & Sherff","","Euphorbiaceae"
"CHCEA","EUCEW","Euphorbia celastroides Boiss. var. waikoluensis Sherff","","Euphorbiaceae"
"CHCEA","EUMUM","Euphorbia multiformis Gaudich. ex Hook. & Arn. var. manoana Sherff","","Euphorbiaceae"
"CHCEC","","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. celastroides","'ekoko","Euphorbiaceae"
"CHCEC","CHCEH3","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. hathewayi Sherff","","Euphorbiaceae"
"CHCEC","CHCEH4","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. haupuana (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHCEC","CHCEH5","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. humbertii (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHCEC","CHCEN","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. nematopoda (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHCEC","EUCE","Euphorbia celastroides Boiss.","","Euphorbiaceae"
"CHCEC","EUCEH4","Euphorbia celastroides Boiss. var. haupuana Sherff","","Euphorbiaceae"
"CHCEC","EUCEH5","Euphorbia celastroides Boiss. var. humbertii Sherff","","Euphorbiaceae"
"CHCEC","EUCEN2","Euphorbia celastroides Boiss. var. nematopoda Sherff","","Euphorbiaceae"
"CHCEC","EUCET","Euphorbia celastroides Boiss. var. typica Sherff","","Euphorbiaceae"
"CHCEH","","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. hanapepensis (Sherff) O. Deg. & I. Deg.","'ekoko","Euphorbiaceae"
"CHCEH","CHCEN3","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. nelsonii (H. St. John) Raju & Rao","","Euphorbiaceae"
"CHCEH","EUCEH2","Euphorbia celastroides Boiss. var. hanapepensis Sherff","","Euphorbiaceae"
"CHCEH","EUCEN","Euphorbia celastroides Boiss. var. nelsonii H. St. John","","Euphorbiaceae"
"CHCEH","EURI2","Euphorbia rivularis A. Heller","","Euphorbiaceae"
"CHCEK","","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. kaenana (Sherff) O. Deg. & I. Deg.","'ekoko","Euphorbiaceae"
"CHCEK","CHCEN2","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. niuensis (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHCEK","EUCEK","Euphorbia celastroides Boiss. var. kaenana Sherff","","Euphorbiaceae"
"CHCEK","EUCEN3","Euphorbia celastroides Boiss. var. niuensis Sherff","","Euphorbiaceae"
"CHCEL","","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. laehiensis (O. Deg., I. Deg. & Sherff) Koutnik","'ekoko","Euphorbiaceae"
"CHCEL","EUCEL","Euphorbia celastroides Boiss. var. laehiensis O. Deg., I. Deg. & Sherff","","Euphorbiaceae"
"CHCEL2","","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. lorifolia (A. Gray) O. Deg. & I. Deg.","'ekoko","Euphorbiaceae"
"CHCEL2","CHCEM","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. mauiensis (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHCEL2","CHCEO","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. odonatoides (O. Deg. & Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHCEL2","EUCEL2","Euphorbia celastroides Boiss. var. lorifolia (A. Gray) Sherff","","Euphorbiaceae"
"CHCEL2","EUCEM","Euphorbia celastroides Boiss. var. mauiensis Sherff","","Euphorbiaceae"
"CHCEL2","EUCEO","Euphorbia celastroides Boiss. var. odonatoides O. Deg. & Sherff","","Euphorbiaceae"
"CHCEL2","EULO5","Euphorbia lorifolia (A. Gray) Hillebr.","","Euphorbiaceae"
"CHCEL2","EUMUL","Euphorbia multiformis Gaudich. ex Hook. & Arn. var. lorifolia A. Gray","","Euphorbiaceae"
"CHCES","","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. stokesii (Forbes) O. Deg. & I. Deg.","'ekoko","Euphorbiaceae"
"CHCES","CHCEK3","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. kealiana (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHCES","CHCEM2","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. moomomiana (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHCES","EUCEK2","Euphorbia celastroides Boiss. var. kealiana Sherff","","Euphorbiaceae"
"CHCES","EUCEM2","Euphorbia celastroides Boiss. var. moomomiana Sherff","","Euphorbiaceae"
"CHCES","EUCES2","Euphorbia celastroides Boiss. var. stokesii (Forbes) Sherff","","Euphorbiaceae"
"CHCET","","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. tomentella (Boiss.) Koutnik","'ekoko","Euphorbiaceae"
"CHCET","CHMUK","Chamaesyce multiformis (Gaudich. ex Hook. & Arn.) Croizat & O. Deg. var. kaalana (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHCET","CHMUP","Chamaesyce multiformis (Gaudich. ex Hook. & Arn.) Croizat & O. Deg. var. perdita (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHCET","CHMUT","Chamaesyce multiformis (Gaudich. ex Hook. & Arn.) Croizat & O. Deg. var. tomentella (Boiss.) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHCET","EUCET2","Euphorbia celastroides Boiss. var. tomentella (Boiss.) Oudejans","","Euphorbiaceae"
"CHCET","EUMUK","Euphorbia multiformis Gaudich. ex Hook. & Arn. var. kaalana Sherff","","Euphorbiaceae"
"CHCET","EUMUP","Euphorbia multiformis Gaudich. ex Hook. & Arn. var. perdita Sherff","","Euphorbiaceae"
"CHCET","EUMUT","Euphorbia multiformis Gaudich. ex Hook. & Arn. var. tomentella Boiss.","","Euphorbiaceae"
"CHCET","EUOA2","Euphorbia oahuensis Skottsb.","","Euphorbiaceae"
"CHCL3","","Chamaesyce clusiifolia (Hook. & Arn.) Arthur","forest sandmat","Euphorbiaceae"
"CHCL3","ANNO3","Anisophyllum nodosum Klotzsch & Garcke","","Euphorbiaceae"
"CHCL3","CHFO5","Chamaesyce forbesii (Sherff) Croizat & O. Deg.","","Euphorbiaceae"
"CHCL3","EUCL3","Euphorbia clusiifolia Hook. & Arn.","","Euphorbiaceae"
"CHCL3","EUFO","Euphorbia forbesii Sherff","","Euphorbiaceae"
"CHDE3","","Charpentiera densiflora Sohmer","Napali coast papala","Amaranthaceae"
"CHDE6","","Chamaesyce degeneri (Sherff) Croizat & O. Deg.","beach sandmat","Euphorbiaceae"
"CHDE6","ANCO22","Anisophyllum cordatum Klotzsch & Garcke","","Euphorbiaceae"
"CHDE6","CHCO18","Chamaesyce cordata (Klotzsch & Garcke) Arthur","","Euphorbiaceae"
"CHDE6","CHDEM","Chamaesyce degeneri (Sherff) Croizat & O. Deg. var. molokaiensis (Sherff) Croizat & O. Deg.","","Euphorbiaceae"
"CHDE6","EUCO22","Euphorbia cordata Meyen, nom. illeg.","","Euphorbiaceae"
"CHDE6","EUDE5","Euphorbia degeneri Sherff","","Euphorbiaceae"
"CHDE6","EUDEM","Euphorbia degeneri Sherff var. molokaiensis Sherff","","Euphorbiaceae"
"CHDE6","EUDET","Euphorbia degeneri Sherff var. typica Sherff","","Euphorbiaceae"
"CHDE8","","Chamaesyce deppeana (Boiss.) Millsp.","Oahu sandmat","Euphorbiaceae"
"CHDE8","ANCA17","Anisophyllum californicum Klotzsch & Garcke","","Euphorbiaceae"
"CHDE8","CHFE4","Chamaesyce festiva (Sherff) Croizat & O. Deg.","","Euphorbiaceae"
"CHDE8","EUDE7","Euphorbia deppeana Boiss.","","Euphorbiaceae"
"CHDE8","EUFE5","Euphorbia festiva Sherff","","Euphorbiaceae"
"CHDE8","EUPA7","Euphorbia pauciflora Nutt. ex Seem., non Dufour","","Euphorbiaceae"
"CHDI2","","Chloris divaricata R. Br.","spreading windmill grass","Poaceae"
"CHDI2","CHCY2","Chloris cynodontioides Balansa","","Poaceae"
"CHDI2","CHDIC","Chloris divaricata R. Br. var. cynodontioides (Balansa) Lazarides","","Poaceae"
"CHDO3","","Cheirodendron dominii Krajina","Domin's club","Araliaceae"
"CHEIL","","Cheilanthes Sw.","lipfern","Pteridaceae"
"CHEIR","","Cheirodendron Nutt. ex Seem.","cheirodendron","Araliaceae"
"CHEL","","Charpentiera elliptica (Hillebr.) A. Heller","ellipticleaf papala","Amaranthaceae"
"CHEL3","","Chloris elata Desv.","tall windmill grass","Poaceae"
"CHEL3","CHBA8","Chloris barbata (L.) Nash, non Sw.","","Poaceae"
"CHEL3","CHDA","Chloris dandyana C.D. Adams","","Poaceae"
"CHEL3","CHPO10","Chloris polydactyla Sw.","","Poaceae"
"CHEL7","","Chamaesyce eleanoriae D.H. Lorence & W.L. Wagner","Na Pali sandmat","Euphorbiaceae"
"CHENO","","Chenopodium L.","goosefoot","Chenopodiaceae"
"CHFA","","Cheirodendron fauriei Hochr.","Faurie's club","Araliaceae"
"CHFA","CHFAM","Cheirodendron fauriei Hochr. var. macdanielsii Sherff","","Araliaceae"
"CHFO4","","Cheirodendron forbesii (Sherff) Lowry","olapa","Araliaceae"
"CHFO4","CHKAF","Cheirodendron kauaiense Krajina var. forbesii Sherff","","Araliaceae"
"CHGA2","","Chloris gayana Kunth","Rhodes grass","Poaceae"
"CHHA2","","Chamaesyce halemanui (Sherff) Croizat & O. Deg.","Kauai sandmat","Euphorbiaceae"
"CHHA2","CHREL","Chamaesyce remyi (A. Gray ex Boiss.) Croizat & O. Deg. var. leptopoda (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHHA2","CHREM","Chamaesyce remyi (A. Gray ex Boiss.) Croizat & O. Deg. var. molesta (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHHA2","CHREW","Chamaesyce remyi (A. Gray ex Boiss.) Croizat & O. Deg. var. wilkesii (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHHA2","EUHA3","Euphorbia halemanui Sherff","","Euphorbiaceae"
"CHHA2","EUREL","Euphorbia remyi A. Gray ex Boiss. var. leptopoda Sherff","","Euphorbiaceae"
"CHHA2","EUREM","Euphorbia remyi A. Gray ex Boiss. var. molesta Sherff","","Euphorbiaceae"
"CHHA2","EUREW3","Euphorbia remyi A. Gray ex Boiss. var. wilkesii Sherff","","Euphorbiaceae"
"CHHE3","","Chamaesyce herbstii W.L. Wagner","Herbst's sandmat","Euphorbiaceae"
"CHHE3","CHFOG","Chamaesyce forbesii (Sherff) Croizat & O. Deg. var. grandifolia Hillebr.","","Euphorbiaceae"
"CHHE3","CHROG","Chamaesyce rockii (Forbes) Croizat & O. Deg. var. grandifolia (Hillebr.) Koutnik","","Euphorbiaceae"
"CHHE3","EUHE6","Euphorbia herbstii (W.L. Wagner) Oudejans","","Euphorbiaceae"
"CHHE3","EUROG","Euphorbia rockii Forbes var. grandifolia (Hillebr.) Oudejans","","Euphorbiaceae"
"CHHI2","","Chenopodium hircinum Schrad.","avian goosefoot","Chenopodiaceae"
"CHHI3","","Chamaesyce hirta (L.) Millsp.","pillpod sandmat","Euphorbiaceae"
"CHHI3","EUHI","Euphorbia hirta L.","","Euphorbiaceae"
"CHHI3","EUPI7","Euphorbia pilulifera L., nom. utique rej.","","Euphorbiaceae"
"CHHY2","","Chamaesyce hypericifolia (L.) Millsp.","graceful sandmat","Euphorbiaceae"
"CHHY2","CHGL10","Chamaesyce glomerifera Millsp.","","Euphorbiaceae"
"CHHY2","EUBI5","Euphorbia bifida auct. non Hook. & Arn.","","Euphorbiaceae"
"CHHY2","EUGL14","Euphorbia glomerifera (Millsp.) L.C. Wheeler","","Euphorbiaceae"
"CHHY2","EUHY3","Euphorbia hypericifolia L.","","Euphorbiaceae"
"CHHY3","","Chamaesyce hyssopifolia (L.) Small","hyssopleaf sandmat","Euphorbiaceae"
"CHHY3","CHBR7","Chamaesyce brasiliensis (Lam.) Small","","Euphorbiaceae"
"CHHY3","EUBR3","Euphorbia brasiliensis Lam.","","Euphorbiaceae"
"CHHY3","EUHY2","Euphorbia hyssopifolia L.","","Euphorbiaceae"
"CHKU","","Chamaesyce kuwaleana (O. Deg. & Sherff) O. Deg. & I. Deg.","kokomalei","Euphorbiaceae"
"CHKU","EUKU","Euphorbia kuwaleana O. Deg. & Sherff","","Euphorbiaceae"
"CHLOR","","Chloris Sw.","windmill grass","Poaceae"
"CHMA15","","Chamaesyce maculata (L.) Small","spotted sandmat","Euphorbiaceae"
"CHMA15","CHMA10","Chamaesyce mathewsii Small","","Euphorbiaceae"
"CHMA15","CHSU13","Chamaesyce supina (Raf.) H. Hara","","Euphorbiaceae"
"CHMA15","CHTR10","Chamaesyce tracyi Small","","Euphorbiaceae"
"CHMA15","EUMA7","Euphorbia maculata L.","","Euphorbiaceae"
"CHMA15","EURA13","Euphorbia rayturneri V.W. Steinm. & Jercinovic","","Euphorbiaceae"
"CHMA15","EUSU","Euphorbia supina Raf.","","Euphorbiaceae"
"CHMU2","","Chenopodium murale L.","nettleleaf goosefoot","Chenopodiaceae"
"CHMU3","","Chamaesyce multiformis (Gaudich. ex Hook. & Arn.) Croizat & O. Deg.","variable sandmat","Euphorbiaceae"
"CHMUM","","Chamaesyce multiformis (Gaudich. ex Hook. & Arn.) Croizat & O. Deg. var. microphylla (Boiss.) O. Deg. & I. Deg.","variable sandmat","Euphorbiaceae"
"CHMUM","EUMUM2","Euphorbia multiformis Gaudich. ex Hook. & Arn. var. microphylla Boiss.","","Euphorbiaceae"
"CHMUM","EUMUT2","Euphorbia multiformis Gaudich. ex Hook. & Arn. var. tenuior A. Gray","","Euphorbiaceae"
"CHMUM2","","Chamaesyce multiformis (Gaudich. ex Hook. & Arn.) Croizat & O. Deg. var. multiformis","variable sandmat","Euphorbiaceae"
"CHMUM2","ANMU7","Anisophyllum multiforme (Gaudich. ex Hook. & Arn.) Klotzsch & Garcke","","Euphorbiaceae"
"CHMUM2","CHARI","Chamaesyce arnottiana (Endl.) O. Deg. & I. Deg. var. integrifolia (Hillebr.) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHMUM2","CHHI7","Chamaesyce hillebrandii (Levl.) Croizat & O. Deg.","","Euphorbiaceae"
"CHMUM2","CHHIP","Chamaesyce hillebrandii (Levl.) Croizat & O. Deg. var. palikeana (O. Deg. & Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHMUM2","CHHIW","Chamaesyce hillebrandii (Levl.) Croizat & O. Deg. var. waimanoana (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHMUM2","EUARI","Euphorbia arnottiana Endl. var. integrifolia (Hillebr.) H. St. John","","Euphorbiaceae"
"CHMUM2","EUHI3","Euphorbia hillebrandii Levl.","","Euphorbiaceae"
"CHMUM2","EUHIP","Euphorbia hillebrandii Levl. var. palikeana O. Deg. & Sherff","","Euphorbiaceae"
"CHMUM2","EUHIT","Euphorbia hillebrandii Levl. var. typica Sherff","","Euphorbiaceae"
"CHMUM2","EUHIW","Euphorbia hillebrandii Levl. var. waimanoana Sherff","","Euphorbiaceae"
"CHMUM2","EUHOI","Euphorbia hookeri Steud. var. integrifolia Hillebr.","","Euphorbiaceae"
"CHMUM2","EUMU2","Euphorbia multiformis Gaudich. ex Hook. & Arn.","","Euphorbiaceae"
"CHMUM2","EUMUT3","Euphorbia multiformis Gaudich. ex Hook. & Arn. var. typica Sherff","","Euphorbiaceae"
"CHNI2","","Chamaecrista nictitans (L.) Moench","sensitive partridge pea","Fabaceae"
"CHNIG","","Chamaecrista nictitans (L.) Moench ssp. patellaria (DC. ex Collad.) Irwin & Barneby var. glabrata (Vogel) Irwin & Barneby","sensitive partridge pea","Fabaceae"
"CHNIG","CAAE5","Cassia aeschinomene DC. ex Collad.","","Fabaceae"
"CHNIG","CALE17","Cassia leschenaultiana DC.","","Fabaceae"
"CHNIG","CALEA2","Cassia leschenaultiana DC. var. aeschinomene (DC. ex Collad.) Benth.","","Fabaceae"
"CHNIG","CHAE3","Chamaecrista aeschinomene (DC. ex Collad.) Greene","","Fabaceae"
"CHNIN","","Chamaecrista nictitans (L.) Moench ssp. nictitans","sensitive partridge pea","Fabaceae"
"CHNIN2","","Chamaecrista nictitans (L.) Moench ssp. nictitans var. nictitans","sensitive partridge pea","Fabaceae"
"CHNIN2","CAASM","Cassia aspera Muhl. ex Elliott var. mohrii Pollard","","Fabaceae"
"CHNIN2","CANI4","Cassia nictitans L.","","Fabaceae"
"CHNIN2","CANIC","Cassia nictitans L. var. commixta (Pollard & (Maxon) Millsp.","","Fabaceae"
"CHNIN2","CANIH","Cassia nictitans L. var. hebecarpa Fernald","","Fabaceae"
"CHNIN2","CANIL","Cassia nictitans L. var. leiocarpa Fernald","","Fabaceae"
"CHNIN2","CANIM4","Cassia nictitans L. var. mohrii (Pollard) J.F. Macbr.","","Fabaceae"
"CHNIN2","CHMO4","Chamaecrista mohrii (Pollard) Small ex Britton & Rose","","Fabaceae"
"CHNIN2","CHMU4","Chamaecrista multipinnata (Pollard) Greene","","Fabaceae"
"CHNIN2","CHNIH","Chamaecrista nictitans (L.) Moench var. hebecarpa (Fernald) C.F. Reed","","Fabaceae"
"CHNIN2","CHNIL2","Chamaecrista nictitans (L.) Moench var. leiocarpa (Fernald) Moldenke","","Fabaceae"
"CHNIN2","CHPR10","Chamaecrista procumbens (L.) Greene","","Fabaceae"
"CHNIP","","Chamaecrista nictitans (L.) Moench ssp. patellaria (DC. ex Collad.) Irwin & Barneby","sensitive partridge pea","Fabaceae"
"CHOA","","Chenopodium oahuense (Meyen) Aellen","alaweo","Chenopodiaceae"
"CHOA","CHOAD","Chenopodium oahuense (Meyen) Aellen var. discospermum Fosberg","","Chenopodiaceae"
"CHOA","CHPE3","Chenopodium pekeloi O. Deg., I. Deg. & Aellen","","Chenopodiaceae"
"CHOB2","","Charpentiera obovata Gaudich.","broadleaf papala","Amaranthaceae"
"CHOL","","Chrysophyllum oliviforme L.","satinleaf","Sapotaceae"
"CHOL","CYOL","Cynodendron oliviforme (L.) Baehni","","Sapotaceae"
"CHOL3","","Chamaesyce olowaluana (Sherff) Croizat & O. Deg.","alpine sandmat","Euphorbiaceae"
"CHOL3","CHOLG","Chamaesyce olowaluana (Sherff) Croizat & O. Deg. var. gracilis (Rock) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHOL3","CHOLL","Chamaesyce olowaluana (Sherff) Croizat & O. Deg. var. lepidofolia (O. Deg. & Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHOL3","EULOG","Euphorbia lorifolia (A. Gray) Hillebr. var. gracilis Rock","","Euphorbiaceae"
"CHOL3","EUOL","Euphorbia olowaluana Sherff","","Euphorbiaceae"
"CHOL3","EUOLG","Euphorbia olowaluana Sherff var. gracilis (Rock) Sherff","","Euphorbiaceae"
"CHOL3","EUOLL2","Euphorbia olowaluana Sherff var. lepidofolia O. Deg. & Sherff","","Euphorbiaceae"
"CHOL3","EUOLT","Euphorbia olowaluana Sherff var. typica Sherff","","Euphorbiaceae"
"CHOV2","","Charpentiera ovata Gaudich.","Koolau Range papala","Amaranthaceae"
"CHOVN","","Charpentiera ovata Gaudich. var. niuensis Sohmer","Koolau Range papala","Amaranthaceae"
"CHOVO","","Charpentiera ovata Gaudich. var. ovata","Koolau Range papala","Amaranthaceae"
"CHPL","","Cheirodendron platyphyllum (Hook. & Arn.) Seem.","lapalapa","Araliaceae"
"CHPLK","","Cheirodendron platyphyllum (Hook. & Arn.) Seem. ssp. kauaiense (Krajina) Lowry","lapalapa","Araliaceae"
"CHPLK","CHKA2","Cheirodendron kauaiense Krajina","","Araliaceae"
"CHPLK","CHKAK","Cheirodendron kauaiense Krajina var. keakuense Krajina","","Araliaceae"
"CHPLP","","Cheirodendron platyphyllum (Hook. & Arn.) Seem. ssp. platyphyllum","lapalapa","Araliaceae"
"CHPR6","","Chamaesyce prostrata (Aiton) Small","prostrate sandmat","Euphorbiaceae"
"CHPR6","EUCH7","Euphorbia chamaesyce auct. non L.","","Euphorbiaceae"
"CHPR6","EUPR3","Euphorbia prostrata Aiton","","Euphorbiaceae"
"CHRA","","Chloris radiata (L.) Sw.","radiate fingergrass","Poaceae"
"CHRA","AGRA2","Agrostis radiata L.","","Poaceae"
"CHRE3","","Chamaesyce remyi (A. Gray ex Boiss.) Croizat & O. Deg.","Remy's sandmat","Euphorbiaceae"
"CHREH","","Chamaesyce remyi (A. Gray ex Boiss.) Croizat & O. Deg. var. hanaleiensis (Sherff) O. Deg. & I. Deg.","Remy's sandmat","Euphorbiaceae"
"CHREH","EUREH","Euphorbia remyi A. Gray ex Boiss. var. hanaleiensis Sherff","","Euphorbiaceae"
"CHREK","","Chamaesyce remyi (A. Gray ex Boiss.) Croizat & O. Deg. var. kauaiensis (O. Deg. & Sherff) O. Deg. & I. Deg.","Remy's sandmat","Euphorbiaceae"
"CHREK","EUREK2","Euphorbia remyi A. Gray ex Boiss. var. kauaiensis O. Deg. & Sherff","","Euphorbiaceae"
"CHRER","","Chamaesyce remyi (A. Gray ex Boiss.) Croizat & O. Deg. var. remyi","Remy's sandmat","Euphorbiaceae"
"CHRER","CHREK2","Chamaesyce remyi (A. Gray ex Boiss.) Croizat & O. Deg. var. kahiliana (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHRER","CHREL2","Chamaesyce remyi (A. Gray ex Boiss.) Croizat & O. Deg. var. lydgatei (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHRER","CHREO","Chamaesyce remyi (A. Gray ex Boiss.) Croizat & O. Deg. var. olokelensis (Skottsb. & Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHRER","CHREP","Chamaesyce remyi (A. Gray ex Boiss.) Croizat & O. Deg. var. pteropoda (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHRER","CHREW3","Chamaesyce remyi (A. Gray ex Boiss.) Croizat & O. Deg. var. wahiawana (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHRER","CHREW2","Chamaesyce remyi (A. Gray ex Boiss.) Croizat & O. Deg. var. waimeana (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHRER","EURE6","Euphorbia remyi A. Gray ex Boiss.","","Euphorbiaceae"
"CHRER","EUREK","Euphorbia remyi A. Gray ex Boiss. var. kahiliana Sherff","","Euphorbiaceae"
"CHRER","EUREL2","Euphorbia remyi A. Gray ex Boiss. var. lydgatei Sherff","","Euphorbiaceae"
"CHRER","EUREO","Euphorbia remyi A. Gray ex Boiss. var. olokelensis Skottsb. & Sherff","","Euphorbiaceae"
"CHRER","EUREP","Euphorbia remyi A. Gray ex Boiss. var. pteropoda Sherff","","Euphorbiaceae"
"CHRER","EUREW","Euphorbia remyi A. Gray ex Boiss. var. wahiawana Sherff","","Euphorbiaceae"
"CHRER","EUREW2","Euphorbia remyi A. Gray ex Boiss. var. waimeana Sherff","","Euphorbiaceae"
